method,rho,sigma_2,rep,term,beta_true,beta_od,beta_sd,diff
cart,0.0,1.0,21,β8,1,0.9630870488090897,0.5035041753652606,0.4595828734438291
cart,0.0,1.0,21,β9,1,0.9699143384565123,0.5100421323487876,0.4598722061077247
cart,0.0,1.0,21,β10,1,1.011624626771577,0.8229972156623472,0.18862741110922976
cart,0.0,1.0,22,β₀ (intercept),1,0.950863542022856,1.1231953476431868,-0.1723318056203309
cart,0.0,1.0,22,β1,1,1.0056829154706453,0.3114603621278781,0.6942225533427672
cart,0.0,1.0,22,β2,1,1.0184766132454788,0.8199308036186874,0.19854580962679136
cart,0.0,1.0,22,β3,1,0.9857881190602747,0.6595654779841735,0.3262226410761012
cart,0.0,1.0,22,β4,1,0.9910936798945098,0.4205199703127774,0.5705737095817325
cart,0.0,1.0,22,β5,1,1.0062625919725632,0.7460274521248622,0.26023513984770097
cart,0.0,1.0,22,β6,1,1.0822093904541061,0.5984403346397243,0.4837690558143818
cart,0.0,1.0,22,β7,1,0.9997307842153574,0.5664957652648979,0.43323501895045957
cart,0.0,1.0,22,β8,1,0.970728188226095,0.5008554808460169,0.469872707380078
cart,0.0,1.0,22,β9,1,1.0134531785864866,0.7696221062467405,0.2438310723397461
cart,0.0,1.0,22,β10,1,1.013643299206527,0.468085595450629,0.545557703755898
cart,0.0,1.0,23,β₀ (intercept),1,0.9820491885158433,0.7836198560176451,0.19842933249819827
cart,0.0,1.0,23,β1,1,0.9441867187016335,0.4467865976284831,0.4974001210731504
cart,0.0,1.0,23,β2,1,0.9656652200480796,0.6404637122623168,0.32520150778576284
cart,0.0,1.0,23,β3,1,0.9775688032986233,0.6159186801155668,0.36165012318305645
cart,0.0,1.0,23,β4,1,0.9943817731315726,0.24166982606970988,0.7527119470618627
cart,0.0,1.0,23,β5,1,1.0276794410070906,0.5598172577923913,0.4678621832146993
cart,0.0,1.0,23,β6,1,0.9746273882767154,0.6581949752276873,0.316432413049028
